clean_text,sentiment_label
travel advisory posted den make change ticket anything need know call,1
appreciate reply though,2
thanks charge anything end good,2
yea get phoenix already delay day people bullshit,0
well done taken fun air travel,0
priority baggage evidently mean come last,0
great flight,2
early morning flight hnl anywhere continental u example monday need flight phl,1
completely let tonight gate agent ambivalence much sad amp,0
hold minute trying rebook cancelled flightled flight really,0
day,0
thank see yall soon im excited see expansion destination spread wing,2
read tweet gap process folk take multiple flight one day,1
twitter say cant dm someone unless follow follows twitter thanks,0
fare see flight fall absoulutely lowest,1
hello world record attempt amount ball point pen collection please could help pen,1
friend traveled via ua today never got luggage recourse person buy clothes get reimbursed,0
phone agent cant see flight see online cant change ticket even paying frustrating,0
yes february bad weather happens every winter guy dont business sense forecast im loss,0
complete horror show flight bumped three time today noon run airline,0
please thank mellie cae tammy baggage claim clt customer service day complaint,2
yes auto rebook confirmed outbound departs return flight fire software programmer,0
thanks,1
thank truly appreciate help sent dm,2
course need help ive dming lady gent day solution hope best lax,0
yes would love upgrade voucher please give call,1
im pulling hair trying book flight u site doesnt work iphone ipaddont computer,0
breathing heavily super helpful thank,2
hi please tell today flight chicago dia cancelled flightled thanks,1
name department come thanks,1
whats delay throw priority boarding way amp ill forgive,0
im hold th time waiting resolve issue flight yearold son,0
flight finally arrived charlotte booked luggage thru lga room flight mess,0
hold reschedule flight hour please help phone battery soon,0
landed lax hour late flight bag check business travel friendly,0
customer service terrible stood inline hour flight hour late flightr still bag,0
live atlanta cant enroll atlanta companion promotion error every time help also sent email thanks,1
think boarded flight au early think,0
great news today finally columbus top unserved market flight,2
living dfw hub hate fly jfk get ireland,0
flight selected online ticketed would missing connection need help getting dfw iah,0
u guy b kidding help anywhere hour delay still answer bad cust service,0
equip flamethrower snow plow,1
hour hold answer guess synergy merger really planned,0
reflight booking problem event im flying attend waiting jetway driver still tarmac,0
line min mechanical issue caused miss flight rep upset people,0
look like get going finally,0
boarding would much faster boarded back front instead front back,0
bad im getting memo reservation contains modification prevent changing online,0
trying go far away kingscollegelondon possible charity today would help u,1
hope,2
hi booked flight need add baggage,1
broken luggage mild case food poisoning ua lhriah email,0
charleston app guy minute ago,1
website flight booking problem experience obnoxious upsellladen disaster anyone half brain,0
update flight leaving tf green delayed,0
look better service,1
rhonda c atlanta airport redeemed guy got u straightened,2
flight stuff wrong nothing ever,0
upgraded next flight,1
missed flight standby work,1
maybe comped quietly accepted delay cancelled flightations instead irate youd less issue,0
need someone management contact flying funeral wont make add pain want pay,0
u airway since back forth gatwick charlotte lhr bit sad nostalgic way,1
urgently need two receipt sent c closed help,1
tried filling status match form got hit error message tell went,0
meal also u company care truly disgraceful,0
glad u happy bag traveler entrusted u w property amp u return damaged amp thats best answer u,0
fing hate,0
sent,1
used exclusively fly sw late flightly direct flight amp cheaper cost switched whyso fewdirectflights,0
arrival delayed nearly hour yeah entire day airport idea stress less vacation,0
dividend mile credit card amp used book flight one bag free,1
dont pairing include red wine white offered,0
flight departs finally arrived jfk psgrs pm thats long flight aka bus,0
wife trying get group client destination got disconnected hour holding help,0
great decision making skill flight ops iah bag make minute connection dont flight pushed early disappointed,0
way getting back plane airline calling get refund drive hr home,0
joined silver preferred heard customer service great pity misguided,0
voucher cancelled flighted flight due weather today issue broken tire voucher cause tire broken weather,0
thx sitting plane hr refuel cant even make stuff,0
delayed flight slc hour give,0
chance get ticket vega stop missed chance enter contest love id death,1
time flight delayed miss next flight time youve lost baggage clean clothes flight thx,0
lounge used,1
wtf flight delayed go board boarding pas disappeared southwest app,0
lmao funny,1
need train employee lease somewhat empathetic lose luggage monika mwa need pr lesson,0
need flight ath pdx coordinate airline,1
cant work call get cut im still holding dfw looking better tomorrow,0
upgrade cash main cabin extra buying aadvantage mileage saver using mile cant seem,1
thank,2
trying talk customer service add lap child cant get hold anybody need help,0
thank much appreciated plane min gate,2
taking dont private jet bora bora time land im calling oprah,1
time thank,2
except arent working youve done nothing help,0
refund request functionality brokeni get time error,0
ok thanks,1
free booze bach party would make better ordgtmsy enjoy either way thanks,2
fabulous thank much looking forward taking sky,2
lost bag flight chi eri landed hr agoyet still zero update,0
denverboston flight bostondenver flight plane visible snack crumb seat upon boarding,0
said go take time go knowing issue knowing wont fix,0
runway dfw flying late flightr today thanks,1
gate attendant snobby remark customer service like playing poker sister kid,0
help u stuck hour need go home,0
hr late flightr still cant figure random text update,0
find text funny considering still sitting seat need changed,0
ive tried understanding let handle situation guess wrong,0
look forward direct flight california see family often thank,2
hi relative flight booking problem number myyb name clarita jaramillo mejia thank,1
wish best luck im enjoying luxurious free amount leg space rn thanks,2
thanks,2
suffering immensely ever since merge hopefully ill never fly ever,0
sweet follow back ill get dm,2
know one thing would never treat customer like,0
landing usual great flight wiyh great crew hello sunny west palm beach,2
really getting nerve,0
cant seem dm guy jdhadp,0
still bag clt airport originally told would pm,0
made check carry flight pbi newark plane luggage stow full u r costing time money amp aggravation,0
little late flight suck rt oh mitchell agent happy offer available option,0
good deal march looking fly orlando,1
customer svc rep unable handle call hr cancelled flightlation policy booked yesterday need cancelled flight,0
give u air philly talk real person acarlcom,0
upgrade first class nice way fix earlier mistake thank,2
website say flight time leaf min nobody boarded yet,0
flight leaving hour mechanical delay need lodging voucher meal tonight st thomas see,0
almost home east coast freeze headed phl connect avp tgif,1
fuck closed premier access line ord probably gon na miss flightstart treating customer better,0
epic fail clt ystrdy wcancelled flightled flight staff communication amp refund unused portion tix keep classy guy,0
presceo gary kelly addressing bwi based employee,1
ceo battle appease passenger wall street waterbury republican american,0
thank much appreciated,2
cancelled flightled flight cause crew needed sleepbut totally okay wake let know cancelled flightled,0
u standby houston tomorrow flight calgary could get u one two would help,0
pretty sure he saying ricoh great service bos,1
worry think control email keeping informed,1
use point book rental car,1
wonderful time flight ogg msn lost rx eyeglass thick admiral club chicago morning found,2
need follow order dm,1
hey jetblue still waiting hear lost surfboard jfk bqn airport,0
requested call back cancelled flighted flight dfw shouldnt take long reroute youre customer service lack,0
thanks k mile rtb europe multiple destination could stop u wayway back mileage diff,1
despite mother nature best effort goodhumored folk got u home safely area heavily affected winter storm,2
amazing day delayed hr bc frozen ho plane sitting gate plane min still waiting,0
thanks champagne aa ordnrt celebrate finish,2
hold one hour waiting reschedule flight much longer expect,0
talked themon standby tomorrow doesnt look good may stay till friday amp thats guaranteed,0
didnt say anything patience said probably last time fly southwest suggest others,0
landed den time stuck waiting gate min maybe update would good idea capt,0
fleet fleek fleek dead yet,1
less pt helped partnerrewards incoming fast enough keep pt expiring,1
mom left kindle flight today burgundy case light seat anyone find,1
yes say reservation retrieved time also never got email aa saying flight cancelled flightled,0
long going make u sit plane repair could least get beer,0
since stranded syr without ride missed window opportunity right matter hour,0
company motto care heard several time employee client past week,0
stop picking u,0
following,1
hi cancelled flightled flight back u wont take call supposed,0
back denver airport ready round two today ready get home,0
thanks question wait time baggage ua,1
heard virgin mobile hotspot,1
flt two update last minute,1
second time flying houston min waiting luggage baggage typical still waiting,0
poor cabin luggage service ua bos forced check even empty space bag overhead,0
take week new mileageplus premier card sent,0
bag tv show film,0
flight leaving dallas seattle time feb,1
hour hold issue still resolved hope make flight hour every minute talk minute hold,0
flight time late flightly though,2
would love dm twitter app say youre following cant,0
thank contacting american email address written unmonitored account,1
please follow dm something,1
member news medium awful service last day wont go unnoticed,0
cant check online flight tomorrow,0
big lovegratitudempower w werin vipswagbags,1
hour ago need work bag make hotel time need go elsewhere,0
ok thank cant get hold someone get new flight,2
whats issue flight jax delayed tonight,0
receipt doesnt show evoucher value mention used evoucher,1
rt youve met match got status another airline upgrade restr,2
whats three delay far resulting three hour unnecessary extra waiting,0
traveling w rifle hunting trip pistol large rifle case wasnt clear freq asked question,1
hr traveling welcome u back home u hr layover get watch going wrong destination,0
going transfer car airport couldnt get,0
thanks,2
sjc jfk departing pm tonight change whole schedule get sort refund,0
thanks need locate luggage,0
mine,1
actually consider might made mistake complain beyond indicated reservation,1
wifi slow point one cant get internet ugh,0
problem told aircraft way,0
im glad didnt mean doesnt excuse inefficiency took min bag arrival flight,0
good chance anyone else airport ever flight booking problem southwest,0
still sitting plane newburg getting way treat customer,0
think havent tried multiple time status bag shouldve yesterday disgusted,0
really mean,0
dm,1
chance one flight leaving newark nj cancelled flightled tomorrow,1
lost kay chapman design artluggage important show wont help locate terrible customer service,0
got phone usair cancelled flightled return flight missed flight way took care,1
cancelled flightlations pbi pax dca sent different line aal awe help,0
pls properly train agent requested speak k customer service amp transferred dead end even open hr,0
arrangement reimburse rental get,1
worst customer service ever cancelled flightled connecting flight ny hour ago amp didnt tell im stuck tampa,0
anything,2
minute put tsa number min stop holding people hostage requiring dividend mile acct,0
im glad airline going swallowed american american always pick phone solves problem,0
flying jax den paid wifi barely functional couldnt work wanted never,0
dm sent thanks much strong customer service,2
flying non stop cmhoak daydreaming trip bayespecially weather,2
case needed confirmation fleek dead amp gone rt fleet fleek,0
might went confirmation please wait form,0
interview long take hear back,1
wtf going dc bos twice go back back gate leaving runway total b,0
completed form doubt use ua doesnt care day vacation sure ua wont feel responsibility,0
give direct number call regarding lost baggage immediately,0
never treated poorly airline life military family alot flying,0
claimed flight cancelled flighted phl runway good delta flight exact time taking time,0
missing connection due delay la supposed,0
thanks reflight booking problem flight leaving luggage nyc unbelievable,0
worried bag went san dca hour reunion organized breeze,0
last minute flight deal cute little friday flight cancelled flightled,1
love theyre cute,2
congrats treating customer worst way possible know plenty ppl horrible experience w,0
wow thing better forgotten,1
job interferes wellen show amp concert alway treasure experience,1
two hour wait,0
bother contacting already checked flight,0
lekvhg want see cost would change flight,1
ive hold min cancelled flighted international flight country cant leave call back help,0
really dm verify youve booked hotel extra night kinda unsettling get call,0
yeah thats done define incidental much spend gear trip waste,0
redeemed flight call negotiate thank lord im heading home,0
expensive go vega stop late flight june get non stop competition,0
appreciate quick response one go outside check temp leave buf,0
ive hold min sort reservation sync message trying check whats wrong,0
seems like could make money opening seat desirable flight,1
still sitting airport flt delayed still boarding happening info,0
hey guy flight booking problem system ran first middle name together time flight booking problem going,0
former gate agent pia walked away quit luckily responsible pia agent saved day,0
received luggage also looked left snow arrived im asking people refunded,0
u refuel weve sat long pilot announces truck look left actual announcement,1
submitted customer relation form await response,0
spare ticket vega would forever grateful,1
got home hour supposed living airport offered monetary assistance,0
service rep hasnt happened yet im honestly fed sick notice flight got cancelled flighted,0
happens many time upsetting see poorly airline treat customer,0
nicely done,2
least could would refund oneway ticket buy since werent able accommodate thank,0
hold two hour timedout great system got,0
tell secret flying high,1
gate agent ewr disabled wheel chair time board please step step lol,0
gate agent pa update hour hinted abandonment horrible experience passenger,0
flight fll kiosk opened rude attendant everyone late flight,0
get account number website say email unavailable,0
baggage tracking system worthless tell nothing bag much less plan get,0
dcagthpn u r prof hostage takerswe stood bus plane minnow sitting plane mvmt amp announcement gt hour,0
travel advis nyc phil pa winter weather u air hasnt posted one yet still change flt wo pen,0
odds bag picked someone another country say hasnt located yet,0
never recd cancelled flightlation notice left w option fly p driving la red eye mon w kid,0
thanks cant flight cancelled flightled maintenance reason next available flight late flight,0
haha ty know time lane open logan,2
robot running account one doesnt remember anything ask conversation,0
come crew traveling flight get better seat get stuck checking bag crew bag got flight,0
pls post video belligerent jerk ranting sfo thats he going sue making check rd bag he hoot,0
thanks ill fill form soon land dont like duped hope appreciate feedback amp better,0
others,1
disgusted poor customer service u wrongfully remove gt mile dividend mile live person,0
trying get mexico september affordable nonstop flight,1
never travel u airway flew la dc last night nd time airline bag didnt arrive,0
honestly stopped trying report thing via website laugh flight work mile accrue im sure cosmetic,2
flight cancelled flightled website refers hang autorebooked really horrible company,0
needed steamboat meeting pm took shuttle united customer service people said bag would,0
im sitting plane many predictable mechanical problem still onboard getting bad,0
earlier reflight booking problem flight im didnt get screencap said unspecified error call swa,0
omg bumped last flight get worse,0
trying add boy prince ressie sf thursday lax,1
pilot stated year flying never experienced anything like,0
must always delay late flight night orlando flight,0
left something recent flight today contact retrieve please thanks,1
currently board check terrible staff rude expensive luggage thrown around etc,0
got pm newark home la folk ewr incredible,2
made cancelled flight car reservation came moneywhy reschedule time without crew,0
thanks dm rescheduling unfortunately operation process lax chaos amp rep refused print ticket,0
first class joke compared others flown dont ask extra peanut thats allowed,0
head didnt check bag checked arrived arent claim people bag,0
cant even tell country,0
excited last minute trip doesnt know yet,2
didnt notice start boarding assumed e time boarding started gas cleared standby full flt,1
cant flight need late flightr one need change flight guy changed cant time,0
id think though literally identical itinerary sample itinerary would work maybe need update,1
given option get plane sit time longer actually flight,0
yea saw im moving china bag pay whatever wanted make sure ok bring many,1
back uk thanks staff wouldnt passenger stranded laughed u,0
guy jacked price said price going lowered smh,0
need change reservation virgin credit card need modify phone waive change fee online,1
year think,0
web site requesting refund cancelled flightled flight requires numerical document number get,1
cancelled flightled flight rescheduled ewk gave pseudovoucher directed worst existence,0
provides best logistics experience people india,2
dming big thanks,2
call hung,0
grouchy flight,0
flying south southwest sjc sna tiday,1
many left,1
link doesnt work mobile,0
worst airline ever,0
yep still waiting bag whats holdup look like flight got time,0
absolute worst experience ever,0
plan implement callback system reflight booking problem line hold hour,0
awaiting return phone call would prefer use online selfservice option,0
confirm havent charged,1
calling left turn answered phone instead rebooked usair flight,0
flight dallas grand junction,2
haha need apologize ill flight booking problem sooner late flightr love jetblue,2
mr husain u shld protest well one ur party member rehman malik delayed pia flight hour,0
thanks following think fair refund ticket price two one way rental car buy,2
seems unlikely without crew board u,0
still waiting bag flight yesterday first class passenger happy service,0
belabor pointbut shouldnt able put laptop bag seat announced leave roller thx,0
flight,1
love music blasting gate waiting flight could get iced coffee,2
bag still lost get anyone phone assist tracking update stopped,0
fortunately flight waiting area impressed w handled stressful situation,2
ua mligtden miss connection ua dengtyeg due delay,0
next time fly southwest,0
thanks making miss important dinner tonight hr delay min tarmac,0
amazing customer service well definitely fly guy instrument involved,2
fampking joke customer service woeful staff tell passenger something,0
finally spoke someone email refund dept love guy hour line told dice suck,0
joke return flight delayed row new record guy,0
knew hour sounded odd missed flight hit jfk hour early gate attendant told u,0
stop pretending care welfare daughter united airline opportunity help n failed united airline,0
hello hold extremely long time confirmation amp cant get boarding pas tried numerous time,0
got another flight thanks,2
hold minute talking one employee asked name id hung face,0
flight delayed hour insane every flight made nyc,0
mention plane luggage luggage im going many day,0
said would give u refund day late flightr refund,0
water flight dca first time ive ever seen happen,0
stunned bag hartford ord ground crew hour move bag yard,0
book reward travel august everything blacked,0
thatd nice hoping rack enough mile take trip seattle enjoy perfect latte city coffee,2
k use special people group one board global k together,0
hate delay tried although sure timbit,0
could said dont know,0
donna juan still best united club bad ual get,0
expect,0
discovered flight cancelled flightled yesterday pm finally notified u flight cancelled flighted,0
give cyndi amp troy gold star,2
submitted status match last week heard back im delta customer looking switch united please assist,1
got nothing dissapointment,0
worried cold weather snow would delay u morning pilot,0
screwed professor maybe tell everyone,0
great flight crew flight bos mco,2
seriously flight delay cinci philly due new ground staff miss connection man uk argue hotel wtf,0
stressful morning still pay check bag lax madhouse lot angry customer yikes,0
departure time keep getting late flightr ill lucky im home,0
awww thank b glad hear made day amp one last question idea tail operating flt maro,2
dm,1
didnt,0
lilly sju check fabulous,2
missing crew passenger doc problem frozen toilet plane give money back ua,0
thanks jb actually birder love need outside shouldnt hard trap move,2
guy talk american ecuador read,1
know schedule dec released,1
thanks agent boarding atlaus left wallet inbound found,2
gr crew theyre,2
never imagined would hard spend money u air stubbornly hoping someone come back phone,0
airline cableinternet,0
changing rno den nonstop may late flight morning early afternoon,1
good day fly u two delayed flight still plane ewr waiting hour gate get gate gate agent,0
,2
baggage delivery bwi delayed unnecessarily chaotic disappointing long trip frequent traveler,0
new marketing song let u know think,1
u help need urgent treatment iny old battling cancer could u help flight,1
im sure offer nothing inconvenience put twice month tweet dont cut,0
sent dm w additonal info,1
lot report system failure delaying flight last week currently sitting tarmac ogg hour,0
thnx quick reply dont think assist intl grp put considerable inconvenience today,0
thank refund change fee recent flight affected bizarre winter excellent customer service focus,2
thanks incurred u approximately dollar fee due staff member screw,0
day since applied compensation correspondence,0
,2
post second consecutive fullyear net profit,1
flight looking tomorrow morning bna fort lauderdale fll,1
stop cancelled flighting flight u history test take chemistry thing learn understand,0
put baggage fee back free rt fleet fleek,1
already rebooked tomorrow finger crossed,1
lack customer service astounds worst airline history airline train staff,0
share q result,1
ridiculous got home supposed land hour ago bc hella tired,0
already travel living help take week repair pay ship tx,0
tried lovely customer service thank,2
waiting flight fl marathon tmrw charity u bumped u late flightr flight amp cancelled flightled fix,0
lem come university student could use break book,1
quick question let say book flight drop price get cheaper rate,1
booked via phone calling list preferred didnt kta get added ticket must use web,0
taxing,1
ceo challenge appease passenger wall street columbian,1
yall know new route hou aruba amp puerto vallarta available,1
california,1
go flight last week delayed already min think leave phl,0
trying call customer service since pm hour disconnected spoke one,0
sorry hate united wont get see family thursday,0
ridiculous clt missed connecting flight chuckhole runway,0
please keep emily gso airport ticketing staff amazing,2
im going write post experience customer service tanked,0
lost bag huston leave bahamas cruise today buy new stuff customer service non existent,0
would great get callback agent disconnected trying put hold waiting connectfor min,0
awesome sending,2
im trying hardest get frustrated getting response email phone aa owes claim,0
hour delay shortly brendan sorry keep waiting well air shortlyrs,0
could worse get bad weather awful,0
flight turned around mechanical reason never fly united dont check plane properly,0
cancelled flighted mileage plus award reservation gc day yet see mile back despite agent confirmation,0
youre almost bad,0
saw one useless tsa agent inspected shoe,0
guy horrible first get stuck snow hr ewr sitting cmh saying could min gate,0
hi add flight account created,1
nice partner delay keep increasing every min,0
time cancelled flightled,1
customer service nonexistent terrible dozen waiting bag placed flight staff anywhere,0
rebooked thru sfo arrive hour late flight miss activity asked fly today stop told id pay,0
hey yea got thrueverything good well day voucher go appreciate,2
msp w employee trying check several hundred line crazy might miss plane sure thank employee,0
wife trying check flight tonight rswwebsite allowing saying must go airport part,0
dont ever tweet,0
thanks ruined vacation poorly maintained aircraft cant fly safely stt flightledflight,0
unfortunately doubt consistently subpar service improve merger,0
flight u passing ft morning,1
united flight ua two delay cancelled flightled explanation amp flight norfolk arent booked renting car,0
ordered scotch amp water fa asked wanted full glass half yr old first time ever asked,0
weather logistics hold minute called get desk agent,0
chance actually flying charleston today cold rainy weather south place,2
new ceo seek right balance please passenger wall greenfield daily reporter,1
thanks bummer poor planning part assume card passbook wont work either,1
really want get home tonight preferably please stop delaying plane,0
instead told board wait email telling u delay,0
flight hrl limited route,0
refreshes browser right checkouterror load message ticket price increased matter sec dounotwantmybusiness,0
nightmare side flight disaster houston getting attitude cuz sent ticket counter,0
u one water run planet smallest water bottle applaud looking environment,0
okay thanks,1
get bag e gate b gate charlotte airport pm flight late flight cause yall ill ride u life,0
seat assigned inappropriate child age aa knew age child,0
issue requires bit tweet explain yall email,1
entertaining,1
cancelled flightled tonight,1
ceo using band help connect people,1
luck finalizing reservation dmd information please let know else need want confirm asap thx,1
pay luggage delivered arrive wait additional day delivery,0
please help u check never expected make travel painful like rest sudden,0
doesnt charge ticket change fee incur mysterious cost incur,0
annnnddddd im going lose first class seat flight shuffle,0
sure tsapre work airline jetblue different,1
thing see passbook virgin mobile mexico integrate,1
awesome customer service rdu snuck wife warm cookie thx,2
u help flight get old battling cancer need treatment,1
many thanks always employee professional courteous whenever option goto airline,1
yes best case scenario get gear late flight friday early saturday camp start tomorrow flight,0
directed mobile website direct link get together,0
flying back denver tomorrow rebook,1
cant find good photo got one,1
filed delayed bag report saturday flight cancelled flightled never went anywhere,0
airline cancelled flight flight bna stranded philly day hoping get,0
calling check future flight first agent hung sent pet travel line hell,0
flight almost half hour tarmac waiting paper miss connection iah,0
doumented via link however four month response suggest shall expect one,0
impossible change buy preferred seat via app,0
stand baggage claim hour waiting bag knew never made plane,0
policy changed must advise time purchase choose vary airport want full refund,0
sent email customerrelationscom work,1
honeymoon delayed day gas cap screwed flight frustrating,0
thanks getting orlando early,2
yes slc,1
air another missed cnxn day atc went strike belize family amp miss cnxn ewr please see dm,0
false,0
gate c iad u released passenger board wothers deplaning peopleon bridge next flight board,0
well timed tweet boarded listening way home,2
would charge money transfer point someone,0
thank,2
thanks much relaxing flight,2
hold nd time today need help confirming new flight arranged expedite,0
tick tock tick tock rapidly approaching next dream departure pm next fantasy departure time,0
im snowy road bwi called mileageplus amp told flight cancelled flighted hour ago rcvd notification pls help,0
worst minute delay boston weather relate flightd going miss connecting flight gassing plane issue,0
aa cancelled flighted rebooked u air nonstop u,0
thanks entirely unhelpful wasting hour time today,0
gate definitely full parked wheel chocked customer service called unmet arrival,0
appreciate follow,2
im flying summer able leave miami airport hour stopover,1
flying buf bos missing captain really delayed til happy,0
smiling,0
disappointed service received travel nc past day lost baggage twice,0
excited put earlier flight get home woo hoo,2
holding u hostage hour update taking u ny whats going,0
win,2
yes still need assistance dont flight home due change flight u made miss connection,0
flying soon nyc airline airline ive flown youre still,2
appreciate flew january check engine light came right take computer,0
yo give plane back theyre mad amp threatening take away companion pas,1
incapable seating yo mom together toddler row,0
call number listed sure next friday get real live person line,0
thank say website,1
got minute takeoff time anyone wandered address line people,0
wouldnt need wait hold hour website worked correctly please respond,0
watch best student film country foot,1
im flying miboston icelandair iceland hour check bag way,1
extend call day expireswhy cant extended,0
aa time awesome flight great job american,2
hold hour cancelled flighted flight understand delay dont understand autoreflight booking problem tuesday help,0
lol already card member well lol enjoy flying guy,2
thanks catch conection,2
great news,2
people line waiting minute customer service representative,0
flew flight month ago girlfriend got away sex restroom allowed,1
want love minute hold help understand switched loyalty program,0
crap channel pay watch uk tv,0
wheelchair,0
im rebooked flight tomorrow even though st class seat orig lousy coach seat,0
huge favor,1
roundtrip ticket need change one leg trip nearby airport possible via website,1
siting tarmac philly another minute lame sorry doesnt help terrible,0
want stay overnight airport since morning,0
thanks aa dart getting home time work morning dendfw didnt waste vaca day,2
surprised took min never experienced anything like k number,0
celebrates year anniversary new livery,1
explain come get free upgrade u exe plat exit row seating wout paying confused,1
accommodated dsm flight tonight delay myrtle beach flight dsm back tonight,0
passenger automatically rebooked flight original cancelled flighted weather etc,1
strand someone city without luggage would think aa would want earn business guess,0
captain take lot muscle frown smile yall ready go flyin mean,1
yes would like refund,1
flight crew amp ground crew handled situation well texting notification let catch wink delay,2
dont want sympathy want someone make effort find bag,0
flight arrives minute early wait hour bag,0
thanks great service already,2
need figure scheduling,0
sat airport hr still sitting gate sigh,0
im sure happened usairways status merger took place,0
thank please follow send,1
incidentally sheila jfk deserves raise shes awesome,2
aww thanks love,2
get weather delay hand nothing else offer massive inconvenience,0
changed flight st louis thanks reply though,2
personal touch youre known aa cool perk blaming understaffing weather hr hold time,0
day amp still home even ground day,0
flew san francisco fort lauderdale last year fantastic time would like go back,2
would nice app would actually inform flight delayed,0
thats good enough u affected awful organization timing set back,0
offered flight paid changed itthis nd time done ruin cruise plan,0
get nd chance today fly adam let see redeem last horrendous trip state,0
well car amp free place stay known unacceptable treatment spvsr sally cleveland,0
kurt crew ua amazing today made son birthday kindness hope fly soon,2
award winning service,0
hey friend phone alist number ivr hang multiple time sure proceed,0
told guy help u sit next year old flight,0
thanks loose em airportsst time found think need make flex stay carrying bag,1
come youre responding everyone else,0
cust serv rep unable change reservation system check unaware cancelled flight got word night,0
yep saidi feel sorry run account embarrassing,0
horrible experience ever airlinehave reconsider future flight customer service,0
flight already cancelled flightled trying get home two day staff unhelpful,0
finally spoke person despite mind boggling wait time rep pleasant helpful kudos,2
yes bag came hr arrived baggage claim awful experience ground bhm,0
wasnt offered flight phl tuesday ask booked houston instead austin,0
thanks reply functioning plane four hour ago way staff friendly tho,2
ive hold last hour progress flightr,0
trying get email talking business people expect airline wifi,0
tell luggage flight sna dfw flight mke cancelled flightled got rebooked ord,0
flight update doesnt help waiting min arrival waiting plane leave gate write,0
pm ord abq cant even take walk without missing change,0
hi update,1
said meal flight would airline serf food anymore update policy,0
thank much,2
ill probably miss next connection,0
ok southwest still best airline around hate baggage room run checked bag headphone,2
got transf dividend milesneed change flight grandma passed need change ticket asap update wait time,1
let get iahhnl direct weather delay sfo leg stop reactive proactive,0
wonder cabin filthy,0
jfk baggage office open help rebook u cancelled flightled flight dca shameful,0
requested refund reward point used purchase flight refused,0
met twitter friend waiting outside troubadour,1
hour airport sure would like talk someone,1
call,0
im sure understands rule guy zero customer service staff damn counter,0
would love go hawaii visit pearl harbor,1
direct number dividend mile account info every time try get actually hung,0
please get economy plus seat awful day cancelled flighted flight lot planning,0
ewr mco made unplanned landing pressurization failure worst pain ive ever felt thought going pas,0
sure different text changing time amp gate especially location across entire concourse seemed little,0
thanks gate agent state college pa able get earlier flight figure earlier connection,2
omg finally,2
group got cancelled flightlation fee waived cant ticket booked rep help either,0
want bag flight,0
sorry mary martin first,1
need help im moving dc amp want book one way fare website wont seem let missing something,0
lol estimated departure time plane hasnt even started boarding yet cant even get delay right,0
switch seat trip sunday,1
thanks already subscribe rr account received promo code last month since expired new offer,2
trying reach number last standbye gave meal voucher potential day standbye,0
fav,2
hi jh yes please since lost almost whole day way could help change return one day late flightr,0
ok pretty sure wait see happens,0
plane crew professional courteous gate agent flustered,2
drop take two people vice versa back forth,1
really explain customer service gate agent c couldnt bothered,0
flight vcp jfk delayed cancelled flighted,0
hate internet lol,1
im frustrated nervous,0
really need get clue start treating people like human animal,0
,1
number even let wait next customer rep frustrating cant talk human,0
tell point u realize u cant fly dca tonight u cancelled flightled pm u cancelled flight,0
guy amazing job today know hard thanks kate appleton hard work reflight booking problem friend,2
thank great flight gfc cheer,2
haha worry guy best spelling name correctly,2
brazil volunteer teaching english amp spanish poor child skill improve chance better life,1
thank,2
instead tweeting customer apologizing dont pick phone,0
morning delayed hour get newark meeting,0
worst flying experience life flight scheduled departure pm phl hr late flightr guess,0
delay today orlando,1
flew united au austin bergstrom cancun intl best flight ever big small,2
stranded texas hang im trying figure get home cool,0
cant beat storm town wait issue policy late flight nw issued storm warning already,0
email way,1
please please please let plane back gate get miss connection due clt closing,1
carrie,1
minute waitstill gate broken jetway might miss connection,0
anyone realize banning peanut flight due allergic person ignores pnut oil amp dust previous flight,0
would like supervisor talk waiting flight attendant one walked amp left,0
happen know plane repainted fly sunset,1
news gate option,0
hey cancelled flightled flight cant get someone phone rebook hour wait minimum get service,0
hi lost father wheelchair every time call get voicemail dad need go home please dm,0
incompetence truly stunning point hour plane hour nonstop flight,0
told u drive back drop could attempt fix really dont time,0
best video seen ever,2
im trying im tired getting grumpy,0
please get new york area monday afternoon,1
chance change include northeast airport jetblue,1
hello world record attempt amount ball point pen collection please could help pen,1
think missing meeting worth flight voucher fly time would make right,0
customer service terriblebeen waiting week reply email helpful keep brushing problem,0
continued contacting phone rep hour still unable get thats absurd livid,0
love bridesmaid dancing cant wait fly puerto vallarta kick united as,2
cancelled flightled flight ua aircrft maintenance im delayed hour whats refund option,0
hr ord another tarmac refuse move earlier flight make,0
youve misunderstood would day flight change gate agent said,0
dont worry wont steal money,0
looking forward beat music available flight today thats pretty cool,2
following,1
follow dm please,1
thats great pls let know u start,2
thank calling,2
gotcha thanks update im ready go whenever enjoy evening,2
anyone working today anyone want pick phone,0
give email address ill send actually screen shot,1
need help cancelled flighting flight back call time ridiculous,0
take jetblue travel go maimi next year guy dont go maimi dont guy go maimi,0
mad cant even believe guy cancelled flight connecting flight leave first stop amp give useless hotel voucher,0
voice concern cant get home month old waiting taxi gate hour,0
im sure messaging part right please let know received,1
extreme inconvenience make ppl check bag there lot overhead space left lie youre fault,0
put hold hr got call back pm wait hold another hour,0
okc ticket agent roger mclarrensp less helpful intl group travel problem cant find supervisor help,0
nope told u time go home sleep airport even though assured u would get room,0
great thanks,2
thanks lovely soft view,2
ahhhh sorry followed,1
buy tix day flight cant transfer tix flawed security logic flawed customer service,0
